relative_us,key,report_id,sensor_value,travel_units,firmware_mm,calibration_status,payload_hex
12692221,D,0,1278,323,3.23,255,a0 10 00 07 04 fe 01 43 06 01 ff 00 07 03 01 55 1d eb 0b 13 00 48 00 0a 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
12708223,D,0,1388,331,3.31,255,a0 10 00 07 05 6c 01 4b 00 01 ff 00 07 03 01 55 1c ad 0b 13 00 48 00 0b 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
12722222,D,0,1582,341,3.41,255,a0 10 00 07 06 2e 01 55 00 01 ff 00 07 03 01 55 1a 7e 0b 13 00 48 00 0c 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
14762263,D,0,1443,335,3.35,255,a0 10 00 07 05 a3 01 4f 06 ff ff 00 07 03 01 55 1c 0e 0b 13 00 4a 00 97 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
14775243,D,0,1368,330,3.30,255,a0 10 00 07 05 58 01 4a 0b ff ff 00 07 03 01 55 20 97 0b 13 00 58 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
14805245,D,0,463,301,3.01,255,a0 10 00 07 01 cf 01 2d 1d ff ff 00 07 03 01 55 29 4b 0b 13 00 58 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
14835245,D,0,27,272,2.72,255,a0 10 00 07 00 1b 01 10 1d ff ff 00 07 03 01 55 2c 55 0b 13 00 58 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
14866253,D,0,0,0,0.00,255,a0 10 00 07 00 00 00 00 dd ff ff 00 07 03 01 55 2c 56 0b 13 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
15226260,D,0,31,27,0.27,255,a0 10 00 07 00 1f 00 1b 1b 01 ff 00 07 03 01 55 2b f3 0b 13 00 0d 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
15241260,D,0,53,42,0.42,255,a0 10 00 07 00 35 00 2a 2a 01 ff 00 07 03 01 55 2b b5 0b 13 00 10 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
15256254,D,0,75,58,0.58,255,a0 10 00 07 00 4b 00 3a 08 01 ff 00 07 03 01 55 2b 75 0b 13 00 17 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
15271249,D,0,91,67,0.67,255,a0 10 00 07 00 5b 00 43 07 01 ff 00 07 03 01 55 2b 47 0b 13 00 17 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
15286252,D,0,119,82,0.82,255,a0 10 00 07 00 77 00 52 02 01 ff 00 07 03 01 55 2a f7 0b 13 00 17 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
15301250,D,0,156,100,1.00,255,a0 10 00 07 00 9c 00 64 09 01 ff 00 07 03 01 55 2a 8a 0b 13 00 18 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
15316260,D,0,191,118,1.18,255,a0 10 00 07 00 bf 00 76 06 01 ff 00 07 03 01 55 2a 25 0b 13 00 18 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
15331254,D,0,223,132,1.32,255,a0 10 00 07 00 df 00 84 00 01 ff 00 07 03 01 55 29 c9 0b 13 00 18 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
15346253,D,0,234,136,1.36,255,a0 10 00 07 00 ea 00 88 04 01 ff 00 07 03 01 55 29 ab 0b 13 00 18 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
15391265,D,0,241,139,1.39,255,a0 10 00 07 00 f1 00 8b 07 01 ff 00 07 03 01 55 29 95 0b 13 00 1a 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
15407263,D,0,285,155,1.55,255,a0 10 00 07 01 1d 00 9b 02 01 ff 00 07 03 01 55 29 18 0b 13 00 1d 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
15421254,D,0,315,165,1.65,255,a0 10 00 07 01 3b 00 a5 02 01 ff 00 07 03 01 55 28 c0 0b 13 00 1d 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
15436252,D,0,348,175,1.75,255,a0 10 00 07 01 5c 00 af 02 01 ff 00 07 03 01 55 28 62 0b 13 00 1d 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
15451255,D,0,383,185,1.85,255,a0 10 00 07 01 7f 00 b9 02 01 ff 00 07 03 01 55 27 fe 0b 13 00 1d 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
15466261,D,0,398,189,1.89,255,a0 10 00 07 01 8e 00 bd 06 01 ff 00 07 03 01 55 27 d1 0b 13 00 1d 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
15481254,D,0,400,191,1.91,255,a0 10 00 07 01 90 00 bf 08 01 ff 00 07 03 01 55 27 cb 0b 13 00 1d 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
15796264,D,0,409,192,1.92,255,a0 10 00 07 01 99 00 c0 09 01 ff 00 07 03 01 55 27 b2 0b 13 00 1d 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
15812263,D,0,463,206,2.06,255,a0 10 00 07 01 cf 00 ce 02 01 ff 00 07 03 01 55 27 15 0b 13 00 1d 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
15826256,D,0,487,212,2.12,255,a0 10 00 07 01 e7 00 d4 08 01 ff 00 07 03 01 55 26 d2 0b 13 00 1d 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
15841267,D,0,500,214,2.14,255,a0 10 00 07 01 f4 00 d6 00 01 ff 00 07 03 01 55 26 ad 0b 13 00 1d 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
15856256,D,0,503,216,2.16,255,a0 10 00 07 01 f7 00 d8 02 01 ff 00 07 03 01 55 26 a2 0b 13 00 1d 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
16127269,D,0,548,226,2.26,255,a0 10 00 07 02 24 00 e2 02 01 ff 00 07 03 01 55 26 20 0b 13 00 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
16142260,D,0,619,240,2.40,255,a0 10 00 07 02 6b 00 f0 06 01 ff 00 07 03 01 55 25 55 0b 13 00 24 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
16156261,D,0,637,244,2.44,255,a0 10 00 07 02 7d 00 f4 00 01 ff 00 07 03 01 55 25 20 0b 13 00 24 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
17072280,D,0,696,254,2.54,255,a0 10 00 07 02 b8 00 fe 00 01 ff 00 07 03 01 55 24 76 0b 13 00 32 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
17089274,D,0,1014,300,3.00,255,a0 10 00 07 03 f6 01 2c 06 01 ff 00 07 03 01 55 20 e2 0b 13 00 45 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
17105267,D,0,1421,334,3.34,255,a0 10 00 07 05 8d 01 4e 02 01 ff 00 07 03 01 55 1c 4e 0b 13 00 4b 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
17118270,D,0,1593,341,3.41,255,a0 10 00 07 06 39 01 55 00 01 ff 00 07 03 01 55 1a 5e 0b 13 00 4b 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
18438291,D,0,1368,330,3.30,255,a0 10 00 07 05 58 01 4a 0a ff ff 00 07 03 01 55 1d 70 0b 13 00 4b 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
18466294,D,0,594,301,3.01,255,a0 10 00 07 02 52 01 2d 1d ff ff 00 07 03 01 55 25 9e 0b 13 00 51 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
18510286,D,0,29,272,2.72,255,a0 10 00 07 00 1d 01 10 1d ff ff 00 07 03 01 55 2c 4c 0b 13 00 51 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
18525284,D,0,0,0,0.00,255,a0 10 00 07 00 00 00 00 dd ff ff 00 07 03 01 55 2c 4c 0b 13 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
19441319,W,0,36,31,0.31,255,a0 10 00 1a 00 24 00 1f 1f 01 ff 00 07 07 01 55 2a 23 0a a4 00 1e 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
19457309,W,0,111,77,0.77,255,a0 10 00 1a 00 6f 00 4d 4d 01 ff 00 07 07 01 55 29 42 0a a4 00 24 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
19473310,W,0,188,117,1.17,255,a0 10 00 1a 00 bc 00 75 02 01 ff 00 07 07 01 55 28 59 0a a4 00 27 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
19487313,W,0,245,139,1.39,255,a0 10 00 1a 00 f5 00 8b 04 01 ff 00 07 07 01 55 27 af 0a a4 00 27 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
19502308,W,0,298,159,1.59,255,a0 10 00 1a 01 2a 00 9f 04 01 ff 00 07 07 01 55 27 0d 0a a4 00 27 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
19516437,W,0,334,171,1.71,255,a0 10 00 1a 01 4e 00 ab 06 01 ff 00 07 07 01 55 26 a3 0a a4 00 27 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
19531423,W,0,346,175,1.75,255,a0 10 00 1a 01 5a 00 af 00 01 ff 00 07 07 01 55 26 7e 0a a4 00 27 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
19546419,W,0,351,177,1.77,255,a0 10 00 1a 01 5f 00 b1 02 01 ff 00 07 07 01 55 26 70 0a a4 00 27 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
19561426,W,0,372,183,1.83,255,a0 10 00 1a 01 74 00 b7 08 01 ff 00 07 07 01 55 26 2f 0a a4 00 27 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
19577421,W,0,420,195,1.95,255,a0 10 00 1a 01 a4 00 c3 00 01 ff 00 07 07 01 55 25 a0 0a a4 00 27 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
19592421,W,0,491,213,2.13,255,a0 10 00 1a 01 eb 00 d5 08 01 ff 00 07 07 01 55 24 ca 0a a4 00 27 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
19607420,W,0,545,225,2.25,255,a0 10 00 1a 02 21 00 e1 00 01 ff 00 07 07 01 55 24 27 0a a4 00 27 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
19621418,W,0,563,229,2.29,255,a0 10 00 1a 02 33 00 e5 04 01 ff 00 07 07 01 55 23 f1 0a a4 00 27 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
19682432,W,0,517,219,2.19,255,a0 10 00 1a 02 05 00 db 0a ff ff 00 07 07 01 55 24 7a 0a a4 00 27 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
19712447,W,0,581,233,2.33,255,a0 10 00 1a 02 45 00 e9 04 01 ff 00 07 07 01 55 23 b9 0a a4 00 29 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
19729431,W,0,739,261,2.61,255,a0 10 00 1a 02 e3 01 05 02 01 ff 00 07 07 01 55 21 dc 0a a4 00 31 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
19744428,W,0,841,277,2.77,255,a0 10 00 1a 03 49 01 15 08 01 ff 00 07 07 01 55 20 ab 0a a4 00 31 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
19758470,W,0,916,287,2.87,255,a0 10 00 1a 03 94 01 1f 08 01 ff 00 07 07 01 55 1f c9 0a a4 00 31 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
19772302,W,0,963,293,2.93,255,a0 10 00 1a 03 c3 01 25 04 01 ff 00 07 07 01 55 1f 3b 0a a4 00 31 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
19816310,W,0,930,290,2.90,255,a0 10 00 1a 03 a2 01 22 03 ff ff 00 07 07 01 55 1f 9e 0a a4 00 31 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
19831311,W,0,907,287,2.87,255,a0 10 00 1a 03 8b 01 1f 06 ff ff 00 07 07 01 55 1f e2 0a a4 00 31 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
19846304,W,0,899,286,2.86,255,a0 10 00 1a 03 83 01 1e 07 ff ff 00 07 07 01 55 1f fc 0a a4 00 31 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
19861301,W,0,883,283,2.83,255,a0 10 00 1a 03 73 01 1b 0a ff ff 00 07 07 01 55 20 4f 0a a4 00 31 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
19876299,W,0,826,275,2.75,255,a0 10 00 1a 03 3a 01 13 08 ff ff 00 07 07 01 55 20 d7 0a a4 00 31 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
19892303,W,0,764,265,2.65,255,a0 10 00 1a 02 fc 01 09 08 ff ff 00 07 07 01 55 21 91 0a a4 00 31 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
19907302,W,0,698,255,2.55,255,a0 10 00 1a 02 ba 00 ff 08 ff ff 00 07 07 01 55 22 58 0a a4 00 31 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
19922301,W,0,650,246,2.46,255,a0 10 00 1a 02 8a 00 f6 07 ff ff 00 07 07 01 55 22 eb 0a a4 00 31 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
19937301,W,0,614,239,2.39,255,a0 10 00 1a 02 66 00 ef 04 ff ff 00 07 07 01 55 23 56 0a a4 00 31 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
19951426,W,0,597,236,2.36,255,a0 10 00 1a 02 55 00 ec 07 ff ff 00 07 07 01 55 23 88 0a a4 00 31 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
20252311,W,0,658,248,2.48,255,a0 10 00 1a 02 92 00 f8 02 01 ff 00 07 07 01 55 22 d0 0a a4 00 31 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
20267305,W,0,717,256,2.56,255,a0 10 00 1a 02 cd 01 00 00 01 ff 00 07 07 01 55 22 21 0a a4 00 31 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
20282302,W,0,763,264,2.64,255,a0 10 00 1a 02 fb 01 08 08 01 ff 00 07 07 01 55 21 94 0a a4 00 31 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
20296302,W,0,786,268,2.68,255,a0 10 00 1a 03 12 01 0c 02 01 ff 00 07 07 01 55 21 4f 0a a4 00 31 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
20311301,W,0,792,270,2.70,255,a0 10 00 1a 03 18 01 0e 04 01 ff 00 07 07 01 55 21 3d 0a a4 00 31 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
20551440,W,0,808,272,2.72,255,a0 10 00 1a 03 28 01 10 06 01 ff 00 07 07 01 55 21 0d 0a a4 00 31 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
20566437,W,0,827,274,2.74,255,a0 10 00 1a 03 3b 01 12 08 01 ff 00 07 07 01 55 20 d4 0a a4 00 31 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
20581434,W,0,840,276,2.76,255,a0 10 00 1a 03 48 01 14 00 01 ff 00 07 07 01 55 20 ac 0a a4 00 31 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
20596435,W,0,867,280,2.80,255,a0 10 00 1a 03 63 01 18 04 01 ff 00 07 07 01 55 20 5c 0a a4 00 31 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
20611435,W,0,888,284,2.84,255,a0 10 00 1a 03 78 01 1c 08 01 ff 00 07 07 01 55 20 1c 0a a4 00 31 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
20701308,W,0,911,286,2.86,255,a0 10 00 1a 03 8f 01 1e 00 01 ff 00 07 07 01 55 1f d7 0a a4 00 31 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
20719433,W,0,1045,302,3.02,255,a0 10 00 1a 04 15 01 2e 06 01 ff 00 07 07 01 55 1e 43 0a a4 00 32 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
20734305,W,0,1198,314,3.14,255,a0 10 00 1a 04 ae 01 3a 08 01 ff 00 07 07 01 55 1c 76 0a a4 00 34 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
20749305,W,0,1350,328,3.28,255,a0 10 00 1a 05 46 01 48 02 01 ff 00 07 07 01 55 1a ac 0a a4 00 34 00 03 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
20764305,W,0,1452,334,3.34,255,a0 10 00 1a 05 ac 01 4e 00 01 ff 00 07 07 01 55 19 79 0a a4 00 34 00 04 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
20777315,W,0,1493,341,3.41,255,a0 10 00 1a 05 d5 01 55 00 01 ff 00 07 07 01 55 18 fc 0a a4 00 34 00 05 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
20792306,W,0,1566,341,3.41,255,a0 10 00 1a 06 1e 01 55 00 01 ff 00 07 07 01 55 18 21 0a a4 00 34 00 06 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
23807480,W,0,1490,341,3.41,255,a0 10 00 1a 05 d2 01 55 02 ff ff 00 07 07 01 55 19 07 0a a4 00 34 00 df 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
23822472,W,0,1367,330,3.30,255,a0 10 00 1a 05 57 01 4a 0a ff ff 00 07 07 01 55 1b 68 0a a4 00 41 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
23851475,W,0,975,301,3.01,255,a0 10 00 1a 03 cf 01 2d 1d ff ff 00 07 07 01 55 23 54 0a a4 00 53 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
23880472,W,0,305,272,2.72,255,a0 10 00 1a 01 31 01 10 1d ff ff 00 07 07 01 55 29 2d 0a a4 00 53 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
23910473,W,0,0,0,0.00,255,a0 10 00 1a 00 00 00 00 dd ff ff 00 07 07 01 55 2a 9d 0a a4 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
