relative_us,key,report_id,sensor_value,travel_units,firmware_mm,calibration_status,payload_hex
6810038,A,0,546,225,2.25,255,a0 10 00 04 02 22 00 e1 04 01 ff 00 06 09 01 55 26 fc 0b 30 00 3a 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
6825037,A,0,546,225,2.25,255,a0 10 00 04 02 22 00 e1 03 01 ff 00 06 09 01 55 26 fb 0b 30 00 3a 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
6840038,A,0,574,231,2.31,255,a0 10 00 04 02 3e 00 e7 09 01 ff 00 06 09 01 55 26 af 0b 30 00 3a 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
6856033,A,0,647,245,2.45,255,a0 10 00 04 02 87 00 f5 02 01 ff 00 06 09 01 55 25 ea 0b 30 00 3a 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
6871040,A,0,713,257,2.57,255,a0 10 00 04 02 c9 01 01 04 01 ff 00 06 09 01 55 25 39 0b 30 00 3a 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
6885035,A,0,758,263,2.63,255,a0 10 00 04 02 f6 01 07 00 01 ff 00 06 09 01 55 24 be 0b 30 00 3a 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
6900074,A,0,795,271,2.71,255,a0 10 00 04 03 1b 01 0f 06 01 ff 00 06 09 01 55 24 5a 0b 30 00 3a 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
6915034,A,0,826,275,2.75,255,a0 10 00 04 03 3a 01 13 02 01 ff 00 06 09 01 55 24 07 0b 30 00 3a 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
6930038,A,0,837,277,2.77,255,a0 10 00 04 03 45 01 15 04 01 ff 00 06 09 01 55 23 ea 0b 30 00 3a 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
7140056,A,0,872,282,2.82,255,a0 10 00 04 03 68 01 1a 09 01 ff 00 06 09 01 55 23 8b 0b 30 00 3a 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
7155045,A,0,894,284,2.84,255,a0 10 00 04 03 7e 01 1c 00 01 ff 00 06 09 01 55 23 50 0b 30 00 3a 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
7230045,A,0,903,286,2.86,255,a0 10 00 04 03 87 01 1e 02 01 ff 00 06 09 01 55 23 36 0b 30 00 3a 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
7245044,A,0,913,288,2.88,255,a0 10 00 04 03 91 01 20 04 01 ff 00 06 09 01 55 23 1b 0b 30 00 3a 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
7305044,A,0,931,290,2.90,255,a0 10 00 04 03 a3 01 22 06 01 ff 00 06 09 01 55 22 ea 0b 30 00 3a 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
7320050,A,0,954,292,2.92,255,a0 10 00 04 03 ba 01 24 08 01 ff 00 06 09 01 55 22 ad 0b 30 00 3a 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
7335044,A,0,976,294,2.94,255,a0 10 00 04 03 d0 01 26 00 01 ff 00 06 09 01 55 22 71 0b 30 00 3a 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
7350042,A,0,981,296,2.96,255,a0 10 00 04 03 d5 01 28 02 01 ff 00 06 09 01 55 22 65 0b 30 00 3a 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
7395040,A,0,1012,298,2.98,255,a0 10 00 04 03 f4 01 2a 04 01 ff 00 06 09 01 55 22 0f 0b 30 00 3a 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
7410042,A,0,1046,302,3.02,255,a0 10 00 04 04 16 01 2e 08 01 ff 00 06 09 01 55 21 b4 0b 30 00 3a 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
7755077,A,0,1090,304,3.04,255,a0 10 00 04 04 42 01 30 00 01 ff 00 06 09 01 55 21 3d 0b 30 00 3a 00 18 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
7815062,A,0,1096,305,3.05,255,a0 10 00 04 04 48 01 31 01 01 ff 00 06 09 01 55 21 2e 0b 30 00 3a 00 1c 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
7830056,A,0,1111,307,3.07,255,a0 10 00 04 04 57 01 33 03 01 ff 00 06 09 01 55 21 05 0b 30 00 3a 00 1d 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
7845050,A,0,1139,309,3.09,255,a0 10 00 04 04 73 01 35 05 01 ff 00 06 09 01 55 20 b9 0b 30 00 3a 00 1e 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
7860068,A,0,1164,311,3.11,255,a0 10 00 04 04 8c 01 37 07 01 ff 00 06 09 01 55 20 74 0b 30 00 3a 00 1f 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
7875070,A,0,1181,313,3.13,255,a0 10 00 04 04 9d 01 39 09 01 ff 00 06 09 01 55 20 48 0b 30 00 3a 00 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
7890073,A,0,1196,315,3.15,255,a0 10 00 04 04 ac 01 3b 00 01 ff 00 06 09 01 55 20 20 0b 30 00 3a 00 21 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
7905057,A,0,1225,317,3.17,255,a0 10 00 04 04 c9 01 3d 02 01 ff 00 06 09 01 55 1f d1 0b 30 00 3a 00 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
7921047,A,0,1285,323,3.23,255,a0 10 00 04 05 05 01 43 08 01 ff 00 06 09 01 55 1f 2f 0b 30 00 3a 00 23 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
7936051,A,0,1330,327,3.27,255,a0 10 00 04 05 32 01 47 02 01 ff 00 06 09 01 55 1e b5 0b 30 00 3a 00 24 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
8010182,A,0,1348,328,3.28,255,a0 10 00 04 05 44 01 48 03 01 ff 00 06 09 01 55 1e 84 0b 30 00 3a 00 29 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
8025180,A,0,1381,330,3.30,255,a0 10 00 04 05 65 01 4a 05 01 ff 00 06 09 01 55 1e 2a 0b 30 00 3a 00 2a 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
8040177,A,0,1405,332,3.32,255,a0 10 00 04 05 7d 01 4c 00 01 ff 00 06 09 01 55 1d ea 0b 30 00 3a 00 2b 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
8070054,A,0,1431,334,3.34,255,a0 10 00 04 05 97 01 4e 00 01 ff 00 06 09 01 55 1d a3 0b 30 00 3a 00 2d 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
8088176,A,0,1570,341,3.41,255,a0 10 00 04 06 22 01 55 00 01 ff 00 06 09 01 55 1c 2d 0b 30 00 3a 00 2e 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
10155081,A,0,1366,330,3.30,255,a0 10 00 04 05 56 01 4a 0a ff ff 00 06 09 01 55 23 42 0b 30 00 5f 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
10184196,A,0,136,301,3.01,255,a0 10 00 04 00 88 01 2d 1d ff ff 00 06 09 01 55 2c c8 0b 30 00 5f 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
10214199,A,0,0,0,0.00,255,a0 10 00 04 00 00 00 00 dd ff ff 00 06 09 01 55 2c e3 0b 30 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
11325092,D,0,33,29,0.29,255,a0 10 00 07 00 21 00 1d 1d 01 ff 00 07 03 01 55 2b ed 0b 13 00 11 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
11340094,D,0,84,63,0.63,255,a0 10 00 07 00 54 00 3f 02 01 ff 00 07 03 01 55 2b 5a 0b 13 00 1b 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
11356085,D,0,144,95,0.95,255,a0 10 00 07 00 90 00 5f 04 01 ff 00 07 03 01 55 2a ad 0b 13 00 21 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
11372082,D,0,249,141,1.41,255,a0 10 00 07 00 f9 00 8d 00 01 ff 00 07 03 01 55 29 80 0b 13 00 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
11388209,D,0,399,189,1.89,255,a0 10 00 07 01 8f 00 bd 08 01 ff 00 07 03 01 55 27 cf 0b 13 00 30 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
11403093,D,0,564,229,2.29,255,a0 10 00 07 02 34 00 e5 08 01 ff 00 07 03 01 55 25 f2 0b 13 00 34 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
11416122,D,0,623,241,2.41,255,a0 10 00 07 02 6f 00 f1 00 01 ff 00 07 03 01 55 25 48 0b 13 00 34 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
11491128,D,0,686,253,2.53,255,a0 10 00 07 02 ae 00 fd 02 01 ff 00 07 03 01 55 24 95 0b 13 00 34 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
11508096,D,0,946,291,2.91,255,a0 10 00 07 03 b2 01 23 00 01 ff 00 07 03 01 55 21 a5 0b 13 00 3f 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
11524086,D,0,1175,313,3.13,255,a0 10 00 07 04 97 01 39 02 01 ff 00 07 03 01 55 1f 13 0b 13 00 3f 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
11538092,D,0,1271,321,3.21,255,a0 10 00 07 04 f7 01 41 00 01 ff 00 07 03 01 55 1d fe 0b 13 00 3f 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
11581217,D,0,1161,311,3.11,255,a0 10 00 07 04 89 01 37 0a ff ff 00 07 03 01 55 1f 83 0b 13 00 3f 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
11610212,D,0,907,287,2.87,255,a0 10 00 07 03 8b 01 1f 04 ff ff 00 07 03 01 55 22 18 0b 13 00 3f 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
11625211,D,0,897,285,2.85,255,a0 10 00 07 03 81 01 1d 06 ff ff 00 07 03 01 55 22 34 0b 13 00 3f 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
11658242,D,0,1109,307,3.07,255,a0 10 00 07 04 55 01 33 02 01 ff 00 07 03 01 55 1f d2 0b 13 00 3f 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
11672211,D,0,1223,317,3.17,255,a0 10 00 07 04 c7 01 3d 02 01 ff 00 07 03 01 55 1e 89 0b 13 00 3f 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
11715210,D,0,1236,318,3.18,255,a0 10 00 07 04 d4 01 3e 03 01 ff 00 07 03 01 55 1e 64 0b 13 00 3f 00 05 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
11776213,D,0,1127,308,3.08,255,a0 10 00 07 04 67 01 34 0a ff ff 00 07 03 01 55 20 77 0b 13 00 3f 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
11790220,D,0,909,287,2.87,255,a0 10 00 07 03 8d 01 1f 03 ff ff 00 07 03 01 55 22 11 0b 13 00 3f 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
11808212,D,0,748,262,2.62,255,a0 10 00 07 02 ec 01 06 08 ff ff 00 07 03 01 55 23 e1 0b 13 00 3f 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
11822212,D,0,655,247,2.47,255,a0 10 00 07 02 8f 00 f7 03 ff ff 00 07 03 01 55 24 ed 0b 13 00 3f 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
11836217,D,0,618,240,2.40,255,a0 10 00 07 02 6a 00 f0 00 ff ff 00 07 03 01 55 25 59 0b 13 00 3f 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
11850217,D,0,614,239,2.39,255,a0 10 00 07 02 66 00 ef 01 ff ff 00 07 03 01 55 25 63 0b 13 00 3f 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
11928215,D,0,780,267,2.67,255,a0 10 00 07 03 0c 01 0b 08 01 ff 00 07 03 01 55 23 86 0b 13 00 3f 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
11943214,D,0,1086,305,3.05,255,a0 10 00 07 04 3e 01 31 06 01 ff 00 07 03 01 55 20 14 0b 13 00 43 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
11958229,D,0,1381,331,3.31,255,a0 10 00 07 05 65 01 4b 00 01 ff 00 07 03 01 55 1c c0 0b 13 00 48 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
11973213,D,0,1538,341,3.41,255,a0 10 00 07 06 02 01 55 00 01 ff 00 07 03 01 55 1a fd 0b 13 00 48 00 03 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
12015208,D,0,1493,341,3.41,255,a0 10 00 07 05 d5 01 55 03 ff ff 00 07 03 01 55 1b 7d 0b 13 00 48 00 06 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
12030220,D,0,1367,330,3.30,255,a0 10 00 07 05 57 01 4a 0b ff ff 00 07 03 01 55 1e 7a 0b 13 00 48 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
12059214,D,0,925,301,3.01,255,a0 10 00 07 03 9d 01 2d 1d ff ff 00 07 03 01 55 22 ae 0b 13 00 48 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
12090218,D,0,752,272,2.72,255,a0 10 00 07 02 f0 01 10 1d ff ff 00 07 03 01 55 23 f6 0b 13 00 48 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
12120220,D,0,731,260,2.60,255,a0 10 00 07 02 db 01 04 0c ff ff 00 07 03 01 55 24 11 0b 13 00 48 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
12165218,D,0,698,255,2.55,255,a0 10 00 07 02 ba 00 ff 05 ff ff 00 07 03 01 55 24 72 0b 13 00 48 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
12180219,D,0,671,250,2.50,255,a0 10 00 07 02 9f 00 fa 0a ff ff 00 07 03 01 55 24 d4 0b 13 00 48 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
12209215,D,0,587,234,2.34,255,a0 10 00 07 02 4b 00 ea 10 ff ff 00 07 03 01 55 25 d0 0b 13 00 48 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
12239218,D,0,439,205,2.05,255,a0 10 00 07 01 b7 00 cd 1d ff ff 00 07 03 01 55 27 9a 0b 13 00 48 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
12269224,D,0,257,176,1.76,255,a0 10 00 07 01 01 00 b0 1d ff ff 00 07 03 01 55 29 90 0b 13 00 48 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
12300232,D,0,180,147,1.47,255,a0 10 00 07 00 b4 00 93 1d ff ff 00 07 03 01 55 2a 4b 0b 13 00 48 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
12391234,D,0,251,141,1.41,255,a0 10 00 07 00 fb 00 8d 04 01 ff 00 07 03 01 55 29 79 0b 13 00 48 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
12406225,D,0,318,165,1.65,255,a0 10 00 07 01 3e 00 a5 08 01 ff 00 07 03 01 55 28 b7 0b 13 00 48 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
12421224,D,0,376,183,1.83,255,a0 10 00 07 01 78 00 b7 06 01 ff 00 07 03 01 55 28 11 0b 13 00 48 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
12436223,D,0,422,195,1.95,255,a0 10 00 07 01 a6 00 c3 08 01 ff 00 07 03 01 55 27 8d 0b 13 00 48 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
12451223,D,0,488,213,2.13,255,a0 10 00 07 01 e8 00 d5 06 01 ff 00 07 03 01 55 26 cf 0b 13 00 48 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
12468222,D,0,636,243,2.43,255,a0 10 00 07 02 7c 00 f3 06 01 ff 00 07 03 01 55 25 23 0b 13 00 48 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
12483221,D,0,776,267,2.67,255,a0 10 00 07 03 08 01 0b 00 01 ff 00 07 03 01 55 23 91 0b 13 00 48 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
12497220,D,0,878,283,2.83,255,a0 10 00 07 03 6e 01 1b 06 01 ff 00 07 03 01 55 22 6a 0b 13 00 48 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
12511222,D,0,935,291,2.91,255,a0 10 00 07 03 a7 01 23 04 01 ff 00 07 03 01 55 21 c6 0b 13 00 48 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
12525219,D,0,967,293,2.93,255,a0 10 00 07 03 c7 01 25 06 01 ff 00 07 03 01 55 21 6a 0b 13 00 48 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
12540224,D,0,995,297,2.97,255,a0 10 00 07 03 e3 01 29 00 01 ff 00 07 03 01 55 21 18 0b 13 00 48 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
12556221,D,0,1053,301,3.01,255,a0 10 00 07 04 1d 01 2d 04 01 ff 00 07 03 01 55 20 73 0b 13 00 48 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
12570220,D,0,1096,305,3.05,255,a0 10 00 07 04 48 01 31 08 01 ff 00 07 03 01 55 1f f7 0b 13 00 48 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
12585218,D,0,1145,309,3.09,255,a0 10 00 07 04 79 01 35 02 01 ff 00 07 03 01 55 1f 69 0b 13 00 48 00 03 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
12600229,D,0,1164,311,3.11,255,a0 10 00 07 04 8c 01 37 04 01 ff 00 07 03 01 55 1f 31 0b 13 00 48 00 04 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
12675222,D,0,1178,313,3.13,255,a0 10 00 07 04 9a 01 39 06 01 ff 00 07 03 01 55 1f 0a 0b 13 00 48 00 09 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
